ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,bench,dim,instance,rep,model_mae
0.3719265183057145,-0.20111328410828877,2,0.015,0.5867925797112217,0.4989510564773538,0.016253551974812375,0.09786535653207273,6.021167353679469,0.5957818365665268,0.8166435295949466,16.3422751781401,0.9410347327713855,0.031,0.703028932778246,0.786291142969103,0.661241682894734,0.2649176047760689,-0.44209307596582037,0.109,0.6000579116563656,0.7490200820091647,0.9325263761071084,1.0238841739785172,0.5735017569861509,0.7509789179082021,0.9344898547890083,1.0209376356928743,-0.3193610458860519,-0.200412038247598,-0.05387891828389235,0.01907194817503155,-0.3421618358867565,-0.19977927698114695,-0.05255607009352459,0.016797395968567552,0.016,0.8167433299107639,-0.4154154154154152,0.023086779941871697,-0.9959959959959955,0.5403225806451613,0.532,rbv2_rpart,5,1479,0,0.002228494889736176
0.24599862568380296,-0.6295921478063344,2,0.0,0.6294673805770392,0.4884669842396639,0.019984693494920013,0.09500814714151573,4.754045748345664,0.650829432687078,0.8341444295722428,41.43661449535956,0.9553626636660106,0.031,0.7220127319919788,0.7862323068181146,0.7057610440821777,0.24976856772731093,-0.3834022780621992,0.11,0.6472267684375644,0.6797713445154314,0.7880166596184017,0.9896746092973477,0.6251300701531379,0.6869622468653125,0.7794582279110159,0.9858316080522626,-0.28469289327143343,-0.258428968758611,-0.17107349736058197,-0.008332733581504104,-0.30534873197432866,-0.25498359129209813,-0.1796413771631472,-0.01154080434545457,0.015,0.7892427041670957,-0.43543543543543517,0.03044272212064303,-1.0760760760760761,0.5040322580645161,0.719,rbv2_rpart,5,1479,1,0.002346937732696533
0.21440481365863082,-0.4913939658558921,2,0.015,0.5848519350209591,0.48874075776765785,0.01691063447380267,0.1069004610930575,6.321493215329308,0.6065608356647828,0.8615051777740657,28.991238258029004,0.9542011985584374,0.031,0.6893051858610063,0.7787551374225514,0.6374578353698817,0.2533215098759929,-0.4253174248588491,0.094,0.7556524054991772,0.9510244104272815,0.987933127635848,1.0324188956522085,0.823373365448261,0.9246643930520331,1.0086413946947232,1.0382634956104162,-0.19490458878510053,-0.039065525345887586,-0.009625176793174539,0.0258590289741506,-0.14079699852293004,-0.06005338530678872,0.006888442613181334,0.030501545526327667,0.0,0.8391123187503986,-0.3153153153153152,0.025316484786313556,-1.1761761761761762,0.5846774193548387,0.531,rbv2_rpart,5,1479,2,0.0023846293306350715
0.276044946316215,-0.4913084221539692,2,0.016,0.5975459890647303,0.49544636015772014,0.009565798289903883,0.10638207028940343,11.121086506881838,0.6309672932645494,0.843404280724626,9.096950915080617,0.9465372036754632,0.031,0.7148230707063864,0.7752315112095823,0.697440004833195,0.2588027336090317,-0.4122120004833814,0.11,0.7328525622145208,0.7827229373596574,0.8767552401075949,0.9571775301383715,0.6713340080632335,0.7933209024400302,0.8590247143638697,0.9507853004934467,-0.21693207227191713,-0.17643576837736252,-0.10007859847633371,-0.0347731844403627,-0.2688037390498984,-0.16903517726369244,-0.11529846355357021,-0.040250879519423854,0.0,0.8123087758218633,-0.3953953953953952,0.03044272212064303,-1.256256256256256,0.6129032258064516,0.609,rbv2_rpart,5,1479,3,0.0023724189662933355
0.20913332660966572,-0.8063135427383403,2,0.0,0.6404061849715718,0.4810069360419528,0.028705437690790044,0.08775083964794961,3.0569413570065125,0.6654996567599167,0.8625554568387297,7.509774596765392,0.9687966585227166,0.031,0.6336139840756316,0.7845430653979847,0.5844901120890522,0.2598215725132881,-0.3797194215058578,0.11,0.9206432034005022,0.9102826619901844,0.8866216772517478,0.9525289206361662,0.8880302498385875,0.8944978499946583,0.8588470279589936,0.9658868173245932,-0.06259339226725458,-0.0707653631681221,-0.08942817924217539,-0.037443243922338776,-0.08866205053080589,-0.0835407504383795,-0.11177047302179366,-0.027012159282068793,0.016,0.8338365728544574,-0.4754754754754753,0.023086779941871697,-1.2162162162162162,0.5967741935483871,0.484,rbv2_rpart,5,1479,4,0.0024720976424217247
0.32544987331396713,-0.3936959903579358,2,0.016,0.6342041602871917,0.49708966412022354,0.012164170850256128,0.0874459062786634,7.188809443335149,0.6484898086602437,0.8483461455672384,6.95822729584419,0.9632163326780895,0.031,0.7088822146627164,0.7961148331896981,0.6825531025180219,0.24775474101223433,-0.3568375756406269,0.094,0.6127106383209708,0.7449589360597106,0.8626133388013787,0.9859978577156818,0.53523829727318,0.6831464127617392,0.8441395636661226,0.9904560097554049,-0.31687922545848435,-0.2086739859084612,-0.11240943619057231,-0.011456519183946634,-0.38398535941797374,-0.26178391606864393,-0.12877163783842138,-0.007885229146142758,0.015,0.8171895414973556,-0.4554554554554552,0.029071233772725785,-1.1161161161161162,0.5806451612903226,0.563,rbv2_rpart,5,1479,5,0.002346204566955565
0.3919528712003652,-0.47968467360116485,2,0.0,0.5966872969316368,0.4880557122606791,0.018860865486942897,0.09902898108266514,5.250500362839737,0.6133343573357457,0.8436911125187737,15.898502145767305,0.9575721691588067,0.046,0.6899068446344027,0.8014329922446356,0.7114031903353343,0.24231725561309855,-0.41360211371216343,0.11,0.939868461813459,0.9631377332411278,0.9571364429526612,0.9705948958790952,0.9447523300751868,0.9880778271312091,0.9534773902613518,0.9690196653507513,-0.04807159443452347,-0.029469193554844786,-0.034266868810316375,-0.02350763479922857,-0.044331084585811587,-0.009566427952749978,-0.037330040348913185,-0.024858819162901225,0.016,0.7634729389627694,-0.43543543543543517,0.03495775574363275,-1.1561561561561562,0.5,0.516,rbv2_rpart,5,1479,6,0.0023400514125823976
0.3353415333824935,-0.3341940807748718,2,0.016,0.5905575812204136,0.48557200480734747,0.022025839349665857,0.10369255551974478,4.707768629090534,0.6270319510127249,0.8228657384136718,16.121717645351332,0.9519495080168316,0.031,0.7064794131157364,0.7848808062166345,0.6560068470894275,0.25469314320072806,-0.41018643302482927,0.094,0.6616714653309984,0.749763073761678,0.8745946267890302,0.9607422894226642,0.6597749923001841,0.7486103590810189,0.8550564039314362,0.9550856337725727,-0.2725498394674146,-0.20158522585686822,-0.10102374122962976,-0.031625126524367775,-0.2756315730096609,-0.20366204892842177,-0.11742532288309726,-0.036387147134465225,0.015,0.8251087804384983,-0.2752752752752751,0.03747045124681752,-1.1361361361361362,0.6048387096774194,0.703,rbv2_rpart,5,1479,7,0.0023811310219764696
0.3209460567396659,-0.22055635414732766,2,0.015,0.561841165456344,0.4932998032522216,0.014081868299595826,0.09031776102274594,6.413762655722197,0.569614491698011,0.7943993506334319,29.802563450903403,0.9473458604824957,0.031,0.6947134283884677,0.7755686839177113,0.6555834424430537,0.270593029817092,-0.4315342745810548,0.094,0.7914007353715156,0.9011330332072577,0.8934888438035822,1.004456174056591,0.8393998774783064,0.8634176848206662,0.8789382727970545,1.0048595619025043,-0.1706286613425977,-0.0808705544810685,-0.0871232985035435,0.0036450320922266632,-0.13158033061769492,-0.11190244381911596,-0.09918636325050778,0.003981458742052246,0.016,0.8133399745866428,-0.3153153153153152,0.03833395101766601,-1.1561561561561562,0.5887096774193549,0.438,rbv2_rpart,5,1479,8,0.002269753472805025
0.4149963253347387,-0.28702769225416214,2,0.015,0.6681806324553305,0.4911496771534256,0.020450982618198315,0.10979981020237249,5.368925897216649,0.6982405016093711,0.8545128026332307,54.96268867976859,0.9616159459081439,0.032,0.7341707731906221,0.7830056605523923,0.7009563317242662,0.2601591478971919,-0.33569542982260964,0.093,0.7442425614070038,0.7580394734683196,0.9007959622361784,1.021713852793096,0.5873021692591718,0.7313411480322873,0.8846022029797248,1.0315740896071584,-0.19914243813773813,-0.18839963932892323,-0.07724402489358007,0.016907229014998082,-0.32223498092839387,-0.20976916666767342,-0.09010274382895689,0.024653088542119006,0.0,0.7921701997165806,-0.33533533533533516,0.044019351852088745,-1.1761761761761762,0.6088709677419355,0.406,rbv2_rpart,5,1479,9,0.00229797348976135
